ontology ID	label	alternative label (LinkML:slot_name)	Notes	CURRENT CURATOR (TEMP)	REVIEW STATUS	Reported	LinkML:class_name	CATEGORY (TEMP)	term tracker item	entity type	created	parent class ID	parent class label	equivalence axiom	definition	definition source	user interface definition	comment	example of usage	contributor	curation status	editor note	see also	skos:exactMatch	skos:broadMatch	skos:narrowMatch	skos:relatedMatch
GENEPIO:0001462	consensus sequence filepath	PCDS:consensus_sequence_filepath		Rhiannon		UPDATE	CanCOGeNCovid19 | Measles | Mpox | PHA4GE	ICE > data entity (is about address)		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the filepath of the consensus sequence file.		PCDS: The filepath of the consensus sequence file.	PCDS: Provide the filepath of the consensus sequence FASTA file.	PCDS: /User/Documents/STILab/Data/mev123assembly.fasta	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			consensus sequence filepath slot	consensus sequence filepath		
GENEPIO:0102080	data steward contact email	PCDS:data_steward_contact_email					NMLPathogenAgnostic	ICE > data entity (is about address)		class	2026-04-13T17:16:47.336Z	GENEPIO:0100586	data field				PCDS: The email address of the data steward.	PCDS: Enter the name of the individual responsible for managing and overseeing the data. As the applicable address can change when there is staff turnover, a general contact email or the email tied to the responsible individual's position, can be provided instead.	PCDS: data_steward@lab.ca		metadata incomplete						
GENEPIO:0102071	experimental protocol url	PCDS:experimental_protocol_url		Charlie			WastewaterSARS-CoV-2 | WastewaterAMR | WastewaterPathogenAgnostic	ICE > data entity (is about address)		class	2026-04-13T17:16:47.336Z	GENEPIO:0100586	data field				PCDS: A URL linking to documentation or a protocol that details the experimental methodology used in the study.	PCDS: Provide a url link to the protocol.	PCDS: https://github.com/ww-protocol		metadata incomplete						
GENEPIO:0001481	fast5 filepath	PCDS:fast5_filepath	Notes extracted from retired sheet: is about filepath	Rhiannon		UPDATE	CanCOGeNCovid19 | Measles | Mpox | MpoxInternational | PHA4GE	ICE > data entity (is about address)		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the filepath of the FAST5 file.		PCDS: The filepath of the FAST5 file.	PCDS: Provide the filepath of the FAST5 file.	PCDS: /User/Documents/RespLab/Data/mev123seq.fast5	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			fast5 filepath slot	fast5 filepath		
GENEPIO:0101716	genome sequence file path	PCDS:genome_sequence_file_path		Charlie			Measles | MpoxInternational | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity (is about address)		class	2026-04-13T17:16:47.336Z	GENEPIO:0100586	data field				PCDS: The filepath of the consensus sequence file.	PCDS: Provide the filepath of the genome sequence FASTA file.	PCDS: /User/Documents/ViralLab/Data/mevassembly.fasta		metadata incomplete						
GENEPIO:0100619	isolate storage location	PCDS:isolate_storage_location				UPDATE	AMBR	ICE > data entity (is about address)		class	2026-04-13T17:16:47.336Z	GENEPIO:0100586	data field				PCDS: An isolate datum specifying the location of where an isolate is stored e.g. in a particular freezer, on a particular shelf	PCDS: Enter the freezer storage location of the isolate as the 'freezer number-shelf number-box number-unit number'.	PCDS: FR1-R3-B1-S01		metadata incomplete						
GENEPIO:0001478	r1 fastq filepath	PCDS:r1_fastq_filepath	Notes extracted from retired sheet: is about filepath	Rhiannon		UPDATE	CanCOGeNCovid19 | Measles | Mpox | MpoxInternational | PHA4GE	ICE > data entity (is about address)		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the filepath of the read 1 (r1) FASTQ file.		PCDS: The filepath of the r1 FASTQ file.	PCDS: Provide the filepath of the r1 FASTQ file.	PCDS: /User/Documents/RespLab/Data/ABC123_S1_L001_R1_001.fastq.gz	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			r1 fastq filepath slot	r1 fastq filepath		
GENEPIO:0001479	r2 fastq filepath	PCDS:r2_fastq_filepath	Notes extracted from retired sheet: is about filepath	Rhiannon		UPDATE	CanCOGeNCovid19 | Measles | Mpox | MpoxInternational | PHA4GE	ICE > data entity (is about address)		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the filepath of the read 2 (r2) FASTQ file.		PCDS: The filepath of the r2 FASTQ file.	PCDS: Provide the filepath of the r2 FASTQ file.	PCDS: /User/Documents/RespLab/Data/ABC123_S1_L001_R2_001.fastq.gz	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			r2 fastq filepath slot	r2 fastq filepath		
GENEPIO:0101107	sample collection data steward contact email	PCDS:sample_collection_data_steward_contact_email					B2B2B | HPAI | HPAIFood | HPAIWW | HPAIEnviro | HPAIHost	ICE > data entity (is about address)		class	2026-04-13T17:16:47.336Z	GENEPIO:0100586	data field				PCDS: The email address of the individual responsible for the data governance, (meta)data usage and distribution of the sample.	PCDS: Provide the email address of the sample collection data steward. This may or may not be the same individual/organization that collected the sample. If the contact is the same, provide the same address as the 'sample collector contact email'.	PCDS: bloggsj@aglab.ca		metadata incomplete						
GENEPIO:0102067	sample collection url	PCDS:sample_collection_url					B2B2B	ICE > data entity (is about address)		class	2026-04-13T17:16:47.336Z	GENEPIO:0100586	data field				PCDS: The URL associated with online material about a sample collection.	PCDS: If the sample collection has online materials that may be useful for providing context, include the URL associated with the sample collection.	PCDS: https://www.jpiamr.eu/projects/b2b2b-amrdx/		metadata incomplete						
GENEPIO:0100770	environmental material properties field	PCDS:environmental_material_properties	Notes extracted from retired sheet: wastewater spec; kind of like details but it has a picklist	Charlie		FALSE	WastewaterSARS-CoV-2 | WastewaterAMR | WastewaterPathogenAgnostic	ICE > data entity (is about characterisitc)		class	2024-03-21T01:14:47.111Z	GENEPIO:0100586	data field		A data field which describes the properties, characteristics and qualities of a substance obtained from an environment.		PCDS: The properties, characteristics and qualities of a substance obtained from the natural or man-made environment.	PCDS: Provide the environmental material properties by selecting descriptors from the pick list.	PCDS: Stagnant	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249|https://orcid.org/0000-0002-9578-0788	metadata incomplete			environmental_material_properties	environmental material properties		
GENEPIO:0100445	food product properties	PCDS:food_product_properties	Notes extracted from retired sheet: is about FOODON:00001002 food product			UPDATE	B2B2B | GRDI | HPAI | HPAIFood	ICE > data entity (is about characterisitc)		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes any characteristic of the food product pertaining to its state, processing, a label claim, or implications for consumers.		PCDS: Any characteristic of the food product pertaining to its state, processing, or implications for consumers.	PCDS: Provide any characteristics of the food product including whether it has been cooked, processed, preserved, any known information about its state, any known information about its containment, and any information about a label claim.	PCDS: Food (chopped) [FOODON:00002777]	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			food product slot	food_product|food product		
GENEPIO:0102069	AMR analysis date	PCDS:amr_analysis_date		Charlie			WastewaterAMR	ICE > data entity (is about date)		class	2026-04-13T17:16:47.336Z	GENEPIO:0100586	data field				PCDS: The date the antimicrobial resistance analysis was performed.	PCDS: Providing the date that an analyis was performed can help provide context for tool and reference database versions. Provide the date that the analysis was performed in ISO 8601 format, i.e. 'YYYY-MM-DD'.	PCDS: 2020-05-25		metadata incomplete						
GENEPIO:0100515	AMR testing date	PCDS:amr_testing_date				UPDATE	B2B2B | GRDI	ICE > data entity (is about date)		class	2022-12-22T00:55:53.808Z	GENEPIO:0100632|GENEPIO:0100636	date field|antimicrobial resistance field		A data field which describes the date the antimicrobial resistance (AMR) testing was performed.		PCDS: The date the antimicrobial resistance testing was performed.	PCDS: Provide the date according to the ISO 8601 standard 'YYYY-MM-DD', 'YYYY-MM' or 'YYYY'.	PCDS: 2020-06-03	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			AMR testing date slot|antimicrobial resistance testing date field|antimicrobial resistance testing date slot	AMR testing date|AMR_testing_date|antimicrobial resistance testing date		
GENEPIO:0100616	food packaging date	PCDS:food_packaging_date	Notes extracted from retired sheet: is about FOODON:00003454 food packaging date			UPDATE	GRDI | HPAI | HPAIFood	ICE > data entity (is about date)		class	2021-04-24T00:42:14Z	GENEPIO:0100632	date field		A data field which descibes the food product's packaging date as marked by a food manufacturer or retailer.		PCDS: A food product's packaging date as marked by a food manufacturer or retailer.	PCDS: The packaging date should not be confused with, nor replaced by a Best Before date or other food quality date. If the date is known, leave blank or provide a null value. Provide the date in ISO 8601 format, i.e. 'YYYY-MM-DD'.	PCDS: 2020-05-25	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			food packaging date slot	food_packaging_date|food packaging date		
GENEPIO:0100615	food quality date	PCDS:food_quality_date	Notes extracted from retired sheet: is about FOODON:00003446 food quality date			UPDATE	GRDI | HPAI | HPAIFood	ICE > data entity (is about date)		class	2021-04-24T00:42:14Z	GENEPIO:0100632	date field		A data field which describes the date recommended for the use of a product while at peak quality, this date is not a reflection of safety unless used on infant formula.		PCDS: A date recommended for the use of a product while at peak quality, this date is not a reflection of safety unless used on infant formula.	PCDS: This date is typically labeled on a food product as 'best if used by', best by', 'use by', or 'freeze by'. If the date is known, leave blank or provide a null value. Provide the date in ISO 8601 format, i.e. 'YYYY-MM-DD'.	PCDS: 2020-05-25	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			food quality date slot	food_quality_date|food quality date		
GENEPIO:0101115	influenza antiviral treatment date	PCDS:influenza_antiviral_treatment_date					HPAI | HPAIHost	ICE > data entity (is about date)		class	2026-04-13T17:16:47.336Z	GENEPIO:0100586	data field				PCDS: The date on which the influenza antiviral agent was administered to a patient as part of treatment	PCDS: This field records the exact date when the antiviral treatment was administered. The date should be provided in a standard format, i.e., ISO 8601 format 'YYYY-MM-DD', and reflect the first administration date if multiple doses were given.	PCDS: 2020-11-15		metadata incomplete						
GENEPIO:0100466	isolate received date	PCDS:isolate_received_date	Notes extracted from retired sheet: is about GENEPIO:0000023 isolate received date			UPDATE	GRDI | WastewaterPathogenAgnostic	ICE > data entity (is about date)		class	2021-04-24T00:42:14Z	GENEPIO:0100632	date field		A date field which describes the date on which the isolate was received by the laboratory.		PCDS: The date on which the isolate was received by the laboratory.	PCDS: Provide the date according to the ISO 8601 standard 'YYYY-MM-DD', 'YYYY-MM' or 'YYYY'.	PCDS: 2020-11-15	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			isolate received date slot	isolate received date|isolate_received_date		
GENEPIO:0100465	isolation date	PCDS:isolation_date	Notes extracted from retired sheet: is about GENEPIO:0000021 culture isolation date			UPDATE	GRDI | WastewaterPathogenAgnostic	ICE > data entity (is about date)		class	2021-04-24T00:42:14Z	GENEPIO:0100632	date field		A date field which describes the date on which the isolate was isolated from a sample.		PCDS: The date on which the isolate was isolated from a sample.	PCDS: Provide the date according to the ISO 8601 standard 'YYYY-MM-DD', 'YYYY-MM' or 'YYYY'.	PCDS: 2020-10-30	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			isolation date slot|isolate collection date field|isolate collection date slot	isolation date|isolation_date|isolate collection date		
